"","ID","deltaPSI","status","AS_type","differ","chr","Total_length_bp","log_length"
"23510",1368,0.142,"old","MXE",1,"chr19",58617616,7.76802815154529
"23610",1375,-0.103,"young","MXE",0,"chr19",58617616,7.76802815154529
"23710",1378,0.105,"old","MXE",1,"chr19",58617616,7.76802815154529
"23810",1387,0.161,"old","MXE",1,"chr19",58617616,7.76802815154529
"23910",1389,-0.23,"young","MXE",0,"chr19",58617616,7.76802815154529
"24010",1391,-0.217,"young","MXE",0,"chr19",58617616,7.76802815154529
"24110",1405,-0.156,"young","MXE",0,"chr19",58617616,7.76802815154529
"24210",1414,-0.168,"young","MXE",0,"chr19",58617616,7.76802815154529
"24310",1417,-0.113,"young","MXE",0,"chr19",58617616,7.76802815154529
"24410",1422,0.104,"old","MXE",1,"chr19",58617616,7.76802815154529
"24510",1423,0.12,"old","MXE",1,"chr19",58617616,7.76802815154529
"24610",1424,0.12,"old","MXE",1,"chr19",58617616,7.76802815154529
"24710",1430,-0.186,"young","MXE",0,"chr19",58617616,7.76802815154529
"24810",1438,-0.218,"young","MXE",0,"chr19",58617616,7.76802815154529
"24910",1439,-0.247,"young","MXE",0,"chr19",58617616,7.76802815154529
"25010",1448,0.125,"old","MXE",1,"chr19",58617616,7.76802815154529
"25110",1449,0.111,"old","MXE",1,"chr19",58617616,7.76802815154529
"25210",1451,-0.192,"young","MXE",0,"chr19",58617616,7.76802815154529
"25310",1454,0.107,"old","MXE",1,"chr19",58617616,7.76802815154529
"25410",1468,0.112,"old","MXE",1,"chr19",58617616,7.76802815154529
"25510",1484,0.206,"old","MXE",1,"chr19",58617616,7.76802815154529
"25610",1490,0.189,"old","MXE",1,"chr19",58617616,7.76802815154529
"25710",1491,0.168,"old","MXE",1,"chr19",58617616,7.76802815154529
"25810",1497,-0.134,"young","MXE",0,"chr19",58617616,7.76802815154529
"25910",1508,0.138,"old","MXE",1,"chr19",58617616,7.76802815154529
"26010",1510,-0.102,"young","MXE",0,"chr19",58617616,7.76802815154529
"26110",1511,-0.107,"young","MXE",0,"chr19",58617616,7.76802815154529
"26210",1519,-0.157,"young","MXE",0,"chr19",58617616,7.76802815154529
"26310",1524,-0.234,"young","MXE",0,"chr19",58617616,7.76802815154529
"26410",1528,-0.207,"young","MXE",0,"chr19",58617616,7.76802815154529
"26510",1538,0.129,"old","MXE",1,"chr19",58617616,7.76802815154529
"26610",1539,-0.21,"young","MXE",0,"chr19",58617616,7.76802815154529
"26710",1540,-0.103,"young","MXE",0,"chr19",58617616,7.76802815154529
"26810",1560,0.155,"old","MXE",1,"chr19",58617616,7.76802815154529
"26910",1561,0.125,"old","MXE",1,"chr19",58617616,7.76802815154529
"27010",1577,-0.12,"young","MXE",0,"chr19",58617616,7.76802815154529
"27110",1581,0.123,"old","MXE",1,"chr19",58617616,7.76802815154529
"27210",1582,0.11,"old","MXE",1,"chr19",58617616,7.76802815154529
"27310",1591,0.159,"old","MXE",1,"chr19",58617616,7.76802815154529
"27410",1592,-0.218,"young","MXE",0,"chr19",58617616,7.76802815154529
"27510",1598,0.133,"old","MXE",1,"chr19",58617616,7.76802815154529
"27610",1610,0.236,"old","MXE",1,"chr19",58617616,7.76802815154529
"27710",1612,0.129,"old","MXE",1,"chr19",58617616,7.76802815154529
"27810",1616,0.154,"old","MXE",1,"chr19",58617616,7.76802815154529
"27910",1617,0.156,"old","MXE",1,"chr19",58617616,7.76802815154529
"28010",1629,0.135,"old","MXE",1,"chr20",64444167,7.80918361440696
"28110",1633,0.104,"old","MXE",1,"chr20",64444167,7.80918361440696
"28210",1634,0.106,"old","MXE",1,"chr20",64444167,7.80918361440696
"28310",1640,-0.272,"young","MXE",0,"chr20",64444167,7.80918361440696
"28410",1642,-0.163,"young","MXE",0,"chr20",64444167,7.80918361440696
"28510",1643,0.173,"old","MXE",1,"chr19",58617616,7.76802815154529
"28610",1666,0.129,"old","MXE",1,"chr20",64444167,7.80918361440696
"28710",1679,-0.104,"young","MXE",0,"chr20",64444167,7.80918361440696
"28810",1680,-0.197,"young","MXE",0,"chr20",64444167,7.80918361440696
"28910",1691,0.141,"old","MXE",1,"chr20",64444167,7.80918361440696
"29010",1693,0.152,"old","MXE",1,"chr20",64444167,7.80918361440696
"29110",1694,0.15,"old","MXE",1,"chr20",64444167,7.80918361440696
"29210",1695,-0.159,"young","MXE",0,"chr20",64444167,7.80918361440696
"29310",1696,0.144,"old","MXE",1,"chr20",64444167,7.80918361440696
"29410",1726,-0.139,"young","MXE",0,"chr20",64444167,7.80918361440696
"29510",1729,0.233,"old","MXE",1,"chr20",64444167,7.80918361440696
"29610",1733,0.148,"old","MXE",1,"chr20",64444167,7.80918361440696
"29710",1734,0.128,"old","MXE",1,"chr20",64444167,7.80918361440696
"29810",1736,0.145,"old","MXE",1,"chr20",64444167,7.80918361440696
"29910",1740,-0.116,"young","MXE",0,"chr19",58617616,7.76802815154529
"30010",1752,-0.176,"young","MXE",0,"chr20",64444167,7.80918361440696
"30110",1770,0.117,"old","MXE",1,"chr20",64444167,7.80918361440696
"30210",1772,0.162,"old","MXE",1,"chr20",64444167,7.80918361440696
"30310",1788,0.139,"old","MXE",1,"chr20",64444167,7.80918361440696
"30410",1791,-0.101,"young","MXE",0,"chr20",64444167,7.80918361440696
"30510",1810,0.113,"old","MXE",1,"chr20",64444167,7.80918361440696
"30610",1822,0.133,"old","MXE",1,"chr20",64444167,7.80918361440696
"30710",1834,0.119,"old","MXE",1,"chr20",64444167,7.80918361440696
"30810",1845,-0.124,"young","MXE",0,"chr20",64444167,7.80918361440696
"30910",1848,-0.191,"young","MXE",0,"chr20",64444167,7.80918361440696
"31010",1853,0.141,"old","MXE",1,"chr20",64444167,7.80918361440696
"31110",1858,0.102,"old","MXE",1,"chr20",64444167,7.80918361440696
"31210",1863,0.132,"old","MXE",1,"chr20",64444167,7.80918361440696
"31310",1879,0.154,"old","MXE",1,"chr20",64444167,7.80918361440696
"31410",1880,-0.105,"young","MXE",0,"chr20",64444167,7.80918361440696
"31510",1882,0.163,"old","MXE",1,"chr20",64444167,7.80918361440696
"31610",1896,0.257,"old","MXE",1,"chr20",64444167,7.80918361440696
"31710",1897,0.165,"old","MXE",1,"chr20",64444167,7.80918361440696
"31810",1909,-0.138,"young","MXE",0,"chr20",64444167,7.80918361440696
"31910",1912,0.204,"old","MXE",1,"chr20",64444167,7.80918361440696
"32010",1913,0.173,"old","MXE",1,"chr20",64444167,7.80918361440696
"32110",1922,0.107,"old","MXE",1,"chr20",64444167,7.80918361440696
"32210",1923,0.136,"old","MXE",1,"chr20",64444167,7.80918361440696
"32310",1930,-0.142,"young","MXE",0,"chr20",64444167,7.80918361440696
"32410",1934,-0.14,"young","MXE",0,"chr20",64444167,7.80918361440696
"32510",1937,0.182,"old","MXE",1,"chr20",64444167,7.80918361440696
"32610",1947,0.229,"old","MXE",1,"chr20",64444167,7.80918361440696
"32710",1948,0.229,"old","MXE",1,"chr20",64444167,7.80918361440696
"32810",1949,0.292,"old","MXE",1,"chr20",64444167,7.80918361440696
"32910",1951,0.238,"old","MXE",1,"chr20",64444167,7.80918361440696
"33010",1952,0.269,"old","MXE",1,"chr20",64444167,7.80918361440696
"33110",1959,0.142,"old","MXE",1,"chr20",64444167,7.80918361440696
"33210",1960,0.129,"old","MXE",1,"chr20",64444167,7.80918361440696
"33310",1972,0.213,"old","MXE",1,"chr20",64444167,7.80918361440696
"33410",1974,0.126,"old","MXE",1,"chr20",64444167,7.80918361440696
"33510",1977,0.214,"old","MXE",1,"chr20",64444167,7.80918361440696
"33610",1978,0.161,"old","MXE",1,"chr20",64444167,7.80918361440696
"33710",1985,-0.136,"young","MXE",0,"chr20",64444167,7.80918361440696
"33810",1996,0.155,"old","MXE",1,"chr20",64444167,7.80918361440696
"33910",2008,0.128,"old","MXE",1,"chr20",64444167,7.80918361440696
"34010",2009,0.111,"old","MXE",1,"chr20",64444167,7.80918361440696
"34110",2013,0.21,"old","MXE",1,"chr19",58617616,7.76802815154529
"34210",2016,0.101,"old","MXE",1,"chr18",80373285,7.90511171908335
"34310",2018,0.129,"old","MXE",1,"chr18",80373285,7.90511171908335
"34410",2019,0.106,"old","MXE",1,"chr18",80373285,7.90511171908335
"34510",2022,-0.128,"young","MXE",0,"chr18",80373285,7.90511171908335
"34610",2027,0.155,"old","MXE",1,"chr18",80373285,7.90511171908335
"34710",2028,0.131,"old","MXE",1,"chr19",58617616,7.76802815154529
"34810",2040,0.184,"old","MXE",1,"chr18",80373285,7.90511171908335
"34910",2041,0.144,"old","MXE",1,"chr18",80373285,7.90511171908335
"35010",2042,0.138,"old","MXE",1,"chr18",80373285,7.90511171908335
"35110",2044,0.189,"old","MXE",1,"chr18",80373285,7.90511171908335
"35210",2053,0.116,"old","MXE",1,"chr18",80373285,7.90511171908335
"35310",2074,0.123,"old","MXE",1,"chr18",80373285,7.90511171908335
"35410",2076,-0.121,"young","MXE",0,"chr18",80373285,7.90511171908335
"35510",2077,-0.187,"young","MXE",0,"chr18",80373285,7.90511171908335
"35610",2078,0.158,"old","MXE",1,"chr18",80373285,7.90511171908335
"35710",2083,0.123,"old","MXE",1,"chr19",58617616,7.76802815154529
"35810",2104,0.127,"old","MXE",1,"chr18",80373285,7.90511171908335
"35910",2105,0.118,"old","MXE",1,"chr18",80373285,7.90511171908335
"36010",2107,-0.15,"young","MXE",0,"chr18",80373285,7.90511171908335
"36110",2108,-0.214,"young","MXE",0,"chr18",80373285,7.90511171908335
"36210",2111,-0.121,"young","MXE",0,"chr18",80373285,7.90511171908335
"36310",2113,0.185,"old","MXE",1,"chr18",80373285,7.90511171908335
"36410",2152,0.121,"old","MXE",1,"chr20",64444167,7.80918361440696
"36510",2153,0.114,"old","MXE",1,"chr20",64444167,7.80918361440696
"36610",2155,0.131,"old","MXE",1,"chr20",64444167,7.80918361440696
"36710",2161,0.107,"old","MXE",1,"chr18",80373285,7.90511171908335
"36810",2169,0.133,"old","MXE",1,"chr18",80373285,7.90511171908335
"36910",2171,0.146,"old","MXE",1,"chr18",80373285,7.90511171908335
"37010",2195,0.207,"old","MXE",1,"chr18",80373285,7.90511171908335
"37110",2196,0.114,"old","MXE",1,"chr18",80373285,7.90511171908335
"37210",2199,0.17,"old","MXE",1,"chr18",80373285,7.90511171908335
"37310",2206,0.106,"old","MXE",1,"chr18",80373285,7.90511171908335
"37410",2210,0.124,"old","MXE",1,"chr18",80373285,7.90511171908335
"37510",2233,0.174,"old","MXE",1,"chr19",58617616,7.76802815154529
"37610",2244,-0.108,"young","MXE",0,"chr18",80373285,7.90511171908335
"37710",2247,-0.112,"young","MXE",0,"chr18",80373285,7.90511171908335
"37810",2258,0.123,"old","MXE",1,"chr17",83257441,7.92042305828438
"37910",2266,0.134,"old","MXE",1,"chr17",83257441,7.92042305828438
"38010",2267,0.102,"old","MXE",1,"chr17",83257441,7.92042305828438
"38110",2268,0.17,"old","MXE",1,"chr17",83257441,7.92042305828438
"38210",2269,0.141,"old","MXE",1,"chr17",83257441,7.92042305828438
"38310",2278,-0.122,"young","MXE",0,"chr17",83257441,7.92042305828438
"38410",2283,0.113,"old","MXE",1,"chr17",83257441,7.92042305828438
"38510",2286,0.127,"old","MXE",1,"chr21",46709983,7.66940970922725
"38610",2303,0.185,"old","MXE",1,"chr17",83257441,7.92042305828438
"38710",2304,0.178,"old","MXE",1,"chr17",83257441,7.92042305828438
"38810",2319,-0.139,"young","MXE",0,"chr17",83257441,7.92042305828438
"38910",2321,0.205,"old","MXE",1,"chr17",83257441,7.92042305828438
"39010",2328,0.126,"old","MXE",1,"chr17",83257441,7.92042305828438
"39110",2343,-0.231,"young","MXE",0,"chr17",83257441,7.92042305828438
"39210",2365,-0.195,"young","MXE",0,"chr17",83257441,7.92042305828438
"39310",2374,0.149,"old","MXE",1,"chr17",83257441,7.92042305828438
"39410",2375,-0.102,"young","MXE",0,"chr17",83257441,7.92042305828438
"39510",2376,-0.144,"young","MXE",0,"chr17",83257441,7.92042305828438
"39610",2377,0.189,"old","MXE",1,"chr17",83257441,7.92042305828438
"39710",2378,0.179,"old","MXE",1,"chr17",83257441,7.92042305828438
"39810",2379,-0.116,"young","MXE",0,"chr17",83257441,7.92042305828438
"39910",2392,-0.133,"young","MXE",0,"chr17",83257441,7.92042305828438
"40010",2401,0.126,"old","MXE",1,"chr17",83257441,7.92042305828438
"40110",2410,-0.133,"young","MXE",0,"chr17",83257441,7.92042305828438
"40210",2417,-0.222,"young","MXE",0,"chr17",83257441,7.92042305828438
"40310",2418,-0.28,"young","MXE",0,"chr17",83257441,7.92042305828438
"40410",2430,0.103,"old","MXE",1,"chr17",83257441,7.92042305828438
"40510",2431,0.121,"old","MXE",1,"chr17",83257441,7.92042305828438
"40610",2432,0.174,"old","MXE",1,"chr17",83257441,7.92042305828438
"40710",2435,0.123,"old","MXE",1,"chr17",83257441,7.92042305828438
"40810",2442,0.206,"old","MXE",1,"chr17",83257441,7.92042305828438
"40910",2452,-0.262,"young","MXE",0,"chr17",83257441,7.92042305828438
"41010",2453,-0.225,"young","MXE",0,"chr17",83257441,7.92042305828438
"41110",2472,-0.122,"young","MXE",0,"chr21",46709983,7.66940970922725
"41210",2476,-0.104,"young","MXE",0,"chr17",83257441,7.92042305828438
"41310",2482,0.136,"old","MXE",1,"chr17",83257441,7.92042305828438
"41410",2483,0.103,"old","MXE",1,"chr17",83257441,7.92042305828438
"41510",2513,0.126,"old","MXE",1,"chr17",83257441,7.92042305828438
"41610",2515,-0.269,"young","MXE",0,"chr17",83257441,7.92042305828438
"41710",2541,0.133,"old","MXE",1,"chr17",83257441,7.92042305828438
"41810",2542,0.166,"old","MXE",1,"chr17",83257441,7.92042305828438
"41910",2544,-0.125,"young","MXE",0,"chr17",83257441,7.92042305828438
"42010",2546,0.129,"old","MXE",1,"chr17",83257441,7.92042305828438
"42110",2551,-0.125,"young","MXE",0,"chr17",83257441,7.92042305828438
"42210",2554,0.165,"old","MXE",1,"chr17",83257441,7.92042305828438
"42310",2571,0.17,"old","MXE",1,"chr17",83257441,7.92042305828438
"42410",2572,-0.228,"young","MXE",0,"chr17",83257441,7.92042305828438
"42510",2576,0.226,"old","MXE",1,"chr17",83257441,7.92042305828438
"42610",2583,0.146,"old","MXE",1,"chr17",83257441,7.92042305828438
"42710",2588,-0.261,"young","MXE",0,"chr17",83257441,7.92042305828438
"4288",2605,-0.181,"young","MXE",0,"chr22",50818468,7.70602156844408
"4291",2606,-0.232,"young","MXE",0,"chr19",58617616,7.76802815154529
"4301",2607,-0.228,"young","MXE",0,"chr19",58617616,7.76802815154529
"4311",2608,-0.295,"young","MXE",0,"chr19",58617616,7.76802815154529
"4321",2613,-0.132,"young","MXE",0,"chr17",83257441,7.92042305828438
"4331",2616,0.109,"old","MXE",1,"chr17",83257441,7.92042305828438
"4341",2621,-0.151,"young","MXE",0,"chr17",83257441,7.92042305828438
"4351",2622,0.171,"old","MXE",1,"chr17",83257441,7.92042305828438
"4361",2626,-0.261,"young","MXE",0,"chr17",83257441,7.92042305828438
"4371",2630,0.113,"old","MXE",1,"chr17",83257441,7.92042305828438
"4381",2639,0.189,"old","MXE",1,"chr17",83257441,7.92042305828438
"4391",2678,-0.129,"young","MXE",0,"chr17",83257441,7.92042305828438
"4401",2681,0.177,"old","MXE",1,"chr17",83257441,7.92042305828438
"4411",2696,0.232,"old","MXE",1,"chr17",83257441,7.92042305828438
"4421",2698,0.115,"old","MXE",1,"chr17",83257441,7.92042305828438
"4431",2705,-0.126,"young","MXE",0,"chr17",83257441,7.92042305828438
"4441",2711,0.111,"old","MXE",1,"chr17",83257441,7.92042305828438
"4451",2714,0.136,"old","MXE",1,"chr17",83257441,7.92042305828438
"4461",2718,-0.115,"young","MXE",0,"chr17",83257441,7.92042305828438
"4471",2719,-0.123,"young","MXE",0,"chr17",83257441,7.92042305828438
"4481",2723,0.109,"old","MXE",1,"chr17",83257441,7.92042305828438
"4491",2724,-0.125,"young","MXE",0,"chr19",58617616,7.76802815154529
"4501",2735,0.162,"old","MXE",1,"chr17",83257441,7.92042305828438
"4511",2736,0.124,"old","MXE",1,"chr17",83257441,7.92042305828438
"4521",2748,0.104,"old","MXE",1,"chr17",83257441,7.92042305828438
"4531",2754,0.177,"old","MXE",1,"chr17",83257441,7.92042305828438
"4541",2756,-0.109,"young","MXE",0,"chr17",83257441,7.92042305828438
"4551",2757,0.209,"old","MXE",1,"chr17",83257441,7.92042305828438
"4561",2758,0.134,"old","MXE",1,"chr17",83257441,7.92042305828438
"4571",2762,0.114,"old","MXE",1,"chr17",83257441,7.92042305828438
"4581",2763,0.108,"old","MXE",1,"chr17",83257441,7.92042305828438
"4591",2785,-0.127,"young","MXE",0,"chr22",50818468,7.70602156844408
"4601",2786,0.237,"old","MXE",1,"chr17",83257441,7.92042305828438
"4611",2814,0.177,"old","MXE",1,"chr17",83257441,7.92042305828438
"4621",2816,0.207,"old","MXE",1,"chr17",83257441,7.92042305828438
"4631",2820,0.108,"old","MXE",1,"chr17",83257441,7.92042305828438
"4641",2833,-0.14,"young","MXE",0,"chr17",83257441,7.92042305828438
"4651",2856,-0.104,"young","MXE",0,"chr17",83257441,7.92042305828438
"4661",2861,-0.103,"young","MXE",0,"chr17",83257441,7.92042305828438
"4671",2862,0.135,"old","MXE",1,"chr17",83257441,7.92042305828438
"4681",2864,0.108,"old","MXE",1,"chr17",83257441,7.92042305828438
"4691",2865,0.134,"old","MXE",1,"chr17",83257441,7.92042305828438
"4701",2866,-0.132,"young","MXE",0,"chr17",83257441,7.92042305828438
"4711",2869,0.11,"old","MXE",1,"chr17",83257441,7.92042305828438
"4721",2876,0.201,"old","MXE",1,"chr17",83257441,7.92042305828438
"4731",2884,0.129,"old","MXE",1,"chr17",83257441,7.92042305828438
"4741",2892,0.137,"old","MXE",1,"chr17",83257441,7.92042305828438
"4751",2907,0.226,"old","MXE",1,"chr17",83257441,7.92042305828438
"4761",2908,0.111,"old","MXE",1,"chr17",83257441,7.92042305828438
"4771",2909,-0.199,"young","MXE",0,"chr17",83257441,7.92042305828438
"4781",2931,0.105,"old","MXE",1,"chr17",83257441,7.92042305828438
"4791",2933,-0.109,"young","MXE",0,"chr17",83257441,7.92042305828438
"4801",2944,0.122,"old","MXE",1,"chr17",83257441,7.92042305828438
"4811",2951,0.148,"old","MXE",1,"chr17",83257441,7.92042305828438
"4821",2964,0.159,"old","MXE",1,"chr17",83257441,7.92042305828438
"4831",2966,0.147,"old","MXE",1,"chr17",83257441,7.92042305828438
"4841",2972,-0.126,"young","MXE",0,"chr17",83257441,7.92042305828438
"4851",2977,0.119,"old","MXE",1,"chr20",64444167,7.80918361440696
"4861",2978,0.122,"old","MXE",1,"chr20",64444167,7.80918361440696
"4871",2979,0.14,"old","MXE",1,"chr20",64444167,7.80918361440696
"4881",2980,0.179,"old","MXE",1,"chr20",64444167,7.80918361440696
"4891",2984,0.155,"old","MXE",1,"chr20",64444167,7.80918361440696
"4901",2998,0.218,"old","MXE",1,"chr17",83257441,7.92042305828438
"4911",2999,0.12,"old","MXE",1,"chr17",83257441,7.92042305828438
"4921",3009,0.23,"old","MXE",1,"chr18",80373285,7.90511171908335
"4931",3010,0.138,"old","MXE",1,"chr18",80373285,7.90511171908335
"4941",3012,-0.151,"young","MXE",0,"chr18",80373285,7.90511171908335
"4951",3021,0.133,"old","MXE",1,"chr17",83257441,7.92042305828438
"4961",3027,-0.16,"young","MXE",0,"chr17",83257441,7.92042305828438
"4971",3046,0.139,"old","MXE",1,"chr17",83257441,7.92042305828438
"4981",3048,-0.121,"young","MXE",0,"chr17",83257441,7.92042305828438
"4991",3069,0.172,"old","MXE",1,"chr17",83257441,7.92042305828438
"5001",3080,0.257,"old","MXE",1,"chr17",83257441,7.92042305828438
"5011",3093,-0.116,"young","MXE",0,"chr17",83257441,7.92042305828438
"5021",3094,0.166,"old","MXE",1,"chr19",58617616,7.76802815154529
"5031",3098,0.14,"old","MXE",1,"chr17",83257441,7.92042305828438
"5041",3105,0.106,"old","MXE",1,"chr17",83257441,7.92042305828438
"5051",3106,-0.178,"young","MXE",0,"chr17",83257441,7.92042305828438
"5061",3107,-0.145,"young","MXE",0,"chr17",83257441,7.92042305828438
"5071",3115,-0.159,"young","MXE",0,"chr17",83257441,7.92042305828438
"5081",3118,-0.236,"young","MXE",0,"chr17",83257441,7.92042305828438
"5091",3124,-0.133,"young","MXE",0,"chr17",83257441,7.92042305828438
"5101",3127,0.143,"old","MXE",1,"chr17",83257441,7.92042305828438
"5111",3134,0.111,"old","MXE",1,"chr17",83257441,7.92042305828438
"5121",3137,-0.12,"young","MXE",0,"chr17",83257441,7.92042305828438
"5131",3139,0.167,"old","MXE",1,"chr22",50818468,7.70602156844408
"5141",3142,-0.121,"young","MXE",0,"chr22",50818468,7.70602156844408
"5151",3144,0.133,"old","MXE",1,"chr22",50818468,7.70602156844408
"5161",3161,-0.107,"young","MXE",0,"chr17",83257441,7.92042305828438
"5171",3167,-0.125,"young","MXE",0,"chr17",83257441,7.92042305828438
"5181",3169,-0.154,"young","MXE",0,"chr17",83257441,7.92042305828438
"5191",3170,-0.162,"young","MXE",0,"chr17",83257441,7.92042305828438
"5201",3173,0.109,"old","MXE",1,"chr17",83257441,7.92042305828438
"5211",3184,0.156,"old","MXE",1,"chr17",83257441,7.92042305828438
"5221",3185,0.118,"old","MXE",1,"chr17",83257441,7.92042305828438
"5231",3188,-0.164,"young","MXE",0,"chr17",83257441,7.92042305828438
"5241",3195,-0.2,"young","MXE",0,"chr17",83257441,7.92042305828438
"5251",3196,-0.112,"young","MXE",0,"chr17",83257441,7.92042305828438
"5261",3198,-0.116,"young","MXE",0,"chr17",83257441,7.92042305828438
"5271",3199,0.153,"old","MXE",1,"chr17",83257441,7.92042305828438
"5281",3205,0.106,"old","MXE",1,"chr17",83257441,7.92042305828438
"5291",3206,0.233,"old","MXE",1,"chr17",83257441,7.92042305828438
"5301",3213,0.125,"old","MXE",1,"chr17",83257441,7.92042305828438
"5311",3214,0.158,"old","MXE",1,"chr17",83257441,7.92042305828438
"5321",3217,0.161,"old","MXE",1,"chr17",83257441,7.92042305828438
"5331",3221,-0.108,"young","MXE",0,"chr17",83257441,7.92042305828438
"5341",3222,-0.12,"young","MXE",0,"chr17",83257441,7.92042305828438
"5351",3223,0.228,"old","MXE",1,"chr17",83257441,7.92042305828438
"5361",3230,0.109,"old","MXE",1,"chr17",83257441,7.92042305828438
"5371",3236,-0.156,"young","MXE",0,"chr19",58617616,7.76802815154529
"5381",3242,0.125,"old","MXE",1,"chr19",58617616,7.76802815154529
"5391",3243,0.103,"old","MXE",1,"chr19",58617616,7.76802815154529
"5401",3252,0.214,"old","MXE",1,"chr17",83257441,7.92042305828438
"5411",3255,0.252,"old","MXE",1,"chr17",83257441,7.92042305828438
"5421",3264,0.121,"old","MXE",1,"chr17",83257441,7.92042305828438
"5431",3265,-0.129,"young","MXE",0,"chr19",58617616,7.76802815154529
"5441",3278,-0.214,"young","MXE",0,"chr19",58617616,7.76802815154529
"5451",3289,0.291,"old","MXE",1,"chr17",83257441,7.92042305828438
"5461",3293,0.13,"old","MXE",1,"chr17",83257441,7.92042305828438
"5471",3295,-0.102,"young","MXE",0,"chr17",83257441,7.92042305828438
"5481",3296,0.163,"old","MXE",1,"chr17",83257441,7.92042305828438
"5491",3299,0.156,"old","MXE",1,"chr17",83257441,7.92042305828438
"5501",3308,-0.108,"young","MXE",0,"chr17",83257441,7.92042305828438
"5511",3331,0.133,"old","MXE",1,"chr16",90338345,7.95587213001604
"5521",3341,0.417,"old","MXE",1,"chr16",90338345,7.95587213001604
"5531",3352,-0.121,"young","MXE",0,"chr16",90338345,7.95587213001604
"5541",3353,0.114,"old","MXE",1,"chr16",90338345,7.95587213001604
"5551",3356,-0.189,"young","MXE",0,"chr16",90338345,7.95587213001604
"5561",3359,0.149,"old","MXE",1,"chr16",90338345,7.95587213001604
"5571",3360,0.195,"old","MXE",1,"chr16",90338345,7.95587213001604
"5581",3365,-0.108,"young","MXE",0,"chr16",90338345,7.95587213001604
"5591",3366,0.102,"old","MXE",1,"chr16",90338345,7.95587213001604
"5601",3368,-0.115,"young","MXE",0,"chr16",90338345,7.95587213001604
"5611",3383,0.145,"old","MXE",1,"chr16",90338345,7.95587213001604
"5621",3386,0.245,"old","MXE",1,"chr16",90338345,7.95587213001604
"5631",3424,0.115,"old","MXE",1,"chr19",58617616,7.76802815154529
"5641",3441,0.151,"old","MXE",1,"chr16",90338345,7.95587213001604
"5651",3443,0.125,"old","MXE",1,"chr16",90338345,7.95587213001604
"5661",3448,0.273,"old","MXE",1,"chr16",90338345,7.95587213001604
"5671",3450,-0.141,"young","MXE",0,"chr16",90338345,7.95587213001604
"5681",3469,0.178,"old","MXE",1,"chr16",90338345,7.95587213001604
"5691",3472,0.122,"old","MXE",1,"chr16",90338345,7.95587213001604
"5701",3475,0.258,"old","MXE",1,"chr16",90338345,7.95587213001604
"5711",3481,-0.113,"young","MXE",0,"chr16",90338345,7.95587213001604
"5721",3482,-0.174,"young","MXE",0,"chr22",50818468,7.70602156844408
"5731",3483,0.123,"old","MXE",1,"chr16",90338345,7.95587213001604
"5741",3492,-0.127,"young","MXE",0,"chr16",90338345,7.95587213001604
"5751",3501,0.107,"old","MXE",1,"chr16",90338345,7.95587213001604
"5761",3510,-0.175,"young","MXE",0,"chr16",90338345,7.95587213001604
"5771",3524,0.101,"old","MXE",1,"chr16",90338345,7.95587213001604
"5781",3534,0.187,"old","MXE",1,"chr16",90338345,7.95587213001604
"5791",3537,0.103,"old","MXE",1,"chr16",90338345,7.95587213001604
"5801",3544,0.131,"old","MXE",1,"chr16",90338345,7.95587213001604
"5811",3547,-0.256,"young","MXE",0,"chr16",90338345,7.95587213001604
"5821",3553,-0.104,"young","MXE",0,"chr16",90338345,7.95587213001604
"5831",3557,-0.117,"young","MXE",0,"chr16",90338345,7.95587213001604
"5841",3558,-0.122,"young","MXE",0,"chr16",90338345,7.95587213001604
"5851",3561,-0.119,"young","MXE",0,"chr16",90338345,7.95587213001604
"5861",3565,0.112,"old","MXE",1,"chr16",90338345,7.95587213001604
"5871",3573,-0.126,"young","MXE",0,"chr16",90338345,7.95587213001604
"5881",3575,-0.149,"young","MXE",0,"chr16",90338345,7.95587213001604
"5891",3596,0.18,"old","MXE",1,"chr16",90338345,7.95587213001604
"5901",3619,0.108,"old","MXE",1,"chr16",90338345,7.95587213001604
"5911",3623,0.158,"old","MXE",1,"chr16",90338345,7.95587213001604
"5921",3625,-0.166,"young","MXE",0,"chr16",90338345,7.95587213001604
"5931",3631,0.121,"old","MXE",1,"chr16",90338345,7.95587213001604
"5941",3633,0.173,"old","MXE",1,"chr16",90338345,7.95587213001604
"5951",3634,0.269,"old","MXE",1,"chr16",90338345,7.95587213001604
"5961",3644,-0.106,"young","MXE",0,"chr16",90338345,7.95587213001604
"5971",3660,0.196,"old","MXE",1,"chr16",90338345,7.95587213001604
"5981",3665,-0.112,"young","MXE",0,"chr16",90338345,7.95587213001604
"5991",3670,0.144,"old","MXE",1,"chr19",58617616,7.76802815154529
"6001",3671,0.119,"old","MXE",1,"chr19",58617616,7.76802815154529
"6011",3676,0.108,"old","MXE",1,"chr16",90338345,7.95587213001604
"6021",3678,-0.126,"young","MXE",0,"chr16",90338345,7.95587213001604
"6031",3686,0.166,"old","MXE",1,"chr16",90338345,7.95587213001604
"6041",3694,0.176,"old","MXE",1,"chr16",90338345,7.95587213001604
"6051",3695,0.206,"old","MXE",1,"chr16",90338345,7.95587213001604
"6061",3701,0.108,"old","MXE",1,"chr16",90338345,7.95587213001604
"6071",3702,0.134,"old","MXE",1,"chr16",90338345,7.95587213001604
